"","S1_bulk1","S1_bulk2","S1_bulk3","S1_bulk4","S1_bulk5","S1_rAo1","S1_rAo2","S1_rAo3","S1_rAo4","S1_rAo5","S1_rAo6","S2_bulk1","S2_bulk2","S2_bulk3","S2_bulk4","S2_bulk5","S2_rVo1","S2_rVo2","S2_rVo3","S2_rVo4","S2_rVo5","S2_rVo6","S2_rVo7","S1_bulk6","S1_bulk7","S1_bulk8","S1_bulk9","S1_bulk10","S1_rAo7","S1_rAo8","S1_rAo9","S1_rAo10","S2_bulk6","S2_bulk7","S2_bulk8","S2_bulk9","S2_bulk10","S2_rVo8","S2_rVo9","S2_rVo10"
"OTU_4612",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,37,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0
"OTU_4619",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0
"OTU_4621",0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,5,0
"OTU_4624",85,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,22,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4629",0,13,0,0,13,0,0,48,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,20,5,6,11,0,0,0,0,0,0,0,0,0,0,0
"OTU_4630",0,15,16,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,11,14,13,18,35,0,0,0,0,0,0,0,0
"OTU_4633",0,0,4,0,10,19,0,24,0,0,0,8,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,8,0,11
"OTU_4636",0,0,0,0,29,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,13,0,0,0,0,0,0,0,0,0,0
"OTU_4638",0,0,0,0,0,20,3,7,0,10,0,5,0,5,5,0,7,0,0,0,0,5,13,0,0,5,0,0,11,0,14,10,0,0,0,0,0,8,0,6
"OTU_4643",0,3,0,0,1,0,4,0,0,0,0,1,1,0,3,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,3,0,0,0,0,1,2,0,1,0
"OTU_4645",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,16,0,12,0,0,0,0,0,0,7,6,0,0,7,0,0,0
"OTU_4647",0,3,0,0,2,0,45,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,0,0,8,0,6,6,0,0,0,0,0,0
"OTU_4648",38,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4650",0,0,0,0,0,0,0,0,0,0,0,22,6,25,21,0,0,0,5,0,20,0,0,0,0,0,0,0,0,0,0,0,14,0,0,25,0,0,0,0
"OTU_4652",0,0,0,0,0,27,0,26,0,22,0,0,0,0,0,8,0,0,0,0,0,0,0,0,30,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
"OTU_4657",0,0,0,0,0,16,0,0,0,0,0,29,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0
"OTU_4663",0,21,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,27,12,0,0,0,3,0,12,0,0,0,0,0,0,0
"OTU_4664",42,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4665",0,0,0,0,12,0,14,0,0,0,0,0,0,0,7,6,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,15,3,15,0,8,0,13,0
"OTU_4666",14,0,13,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4667",0,0,0,0,9,0,43,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0,0,5,0,0,9,4
"OTU_4668",0,8,0,0,0,0,0,0,6,22,12,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,46,37,0,0,0,0,0,0,0,0,0,0
"OTU_4669",0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
"OTU_4670",0,0,0,0,0,9,0,2,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,2,8,12,0,3,23,0,45,0,0,3,8,0,0,0,0,7
"OTU_4673",0,26,14,0,0,0,22,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,17,39,0,0,0,0,0,0,6,0,0,0,0,0,0
"OTU_4674",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,28,0,0,0,0,0,0,0,0,8,0,0,36,0,0,0,0,0,1
"OTU_4679",0,0,0,0,0,0,0,0,45,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,9,0,0,0,0,0,0
"OTU_4683",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,1,0,0
"OTU_4684",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,9,14,0,0,0,0,0,29
"OTU_4686",30,0,0,0,16,13,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,7,0,13,0,0,8,0,10,0,0,0,0,0,0,0,0,0
"OTU_4687",11,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,6,0,0,0,0,0,0,0
"OTU_4691",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,24,15,0,4,0,0,0,0,0,0,0,0,0,14,4,19,0,0,0,26,0
"OTU_4693",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,27
"OTU_4700",0,6,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,1
"OTU_4704",0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,18,47,38,0,0,0,0,0,0,0,0,0,0,0
"OTU_4712",0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,1,5,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,1,0,0
"OTU_4713",0,0,0,0,0,0,0,35,60,10,25,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4715",0,0,0,0,0,0,4,0,0,0,0,12,6,0,5,0,17,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
"OTU_4718",0,0,0,0,0,0,7,7,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,16,0,0,0,0,0,39,39,5,0,0,0,0,0,0,0
"OTU_4720",0,0,7,0,0,0,0,11,39,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,10,0,0,33,0,23,0,0,0,0,0,0,0,0
"OTU_4721",0,3,0,0,0,0,0,0,0,0,0,0,0,11,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"OTU_4722",0,0,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,4,7,0,2,0,11,41,8,9,3,0,0,0,0,0
"OTU_4723",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0
"OTU_4724",0,0,0,0,0,0,0,35,18,13,29,0,0,0,0,0,0,0,0,0,0,0,2,0,35,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4727",0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,4
"OTU_4728",10,0,5,0,0,0,0,43,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,22,0,0,0,0,0,0,0,17,0
"OTU_4730",0,0,0,0,0,17,13,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4735",0,0,0,0,0,0,13,0,8,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,8,0,0,5,0,0,5,0,0,0
"OTU_4738",28,0,0,0,17,0,0,27,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,7,0,10,0,0,0,0,0,0,5,0,0,0,0
"OTU_4740",0,0,0,0,0,0,0,16,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0
"OTU_4745",61,31,0,0,0,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4746",0,0,0,0,0,0,0,0,0,0,0,17,0,0,10,0,26,0,28,0,19,0,0,0,0,0,0,0,0,0,0,0,0,16,0,18,0,0,0,0
"OTU_4748",0,12,0,0,6,0,8,0,0,0,0,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4750",0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,6,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0
"OTU_4752",0,0,0,0,0,40,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,28,0,0,0,0,0,0,0,0,0
"OTU_4754",0,0,0,0,0,0,1,8,0,6,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,7,30,0
"OTU_4758",0,24,14,0,11,0,15,0,0,0,0,0,0,11,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,6,0
"OTU_4760",0,0,0,0,0,0,0,0,11,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,10,0,0,0,0,0,0,0,0
"OTU_4762",0,0,0,0,0,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,19,0,0,0,11,0,47,0,0,0,21,0,0,0,0,0
"OTU_4763",0,0,5,0,0,0,0,0,8,13,0,0,2,0,0,0,2,0,0,0,14,0,11,0,0,0,0,19,7,0,0,11,0,0,0,0,0,0,0,0
"OTU_4764",0,0,5,0,11,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,19,0
"OTU_4766",0,0,0,0,0,0,18,10,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,10,3,0,0,0,0,0,0,0
"OTU_4770",0,0,0,0,0,0,0,0,0,0,0,18,0,0,7,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
"OTU_4773",0,0,0,18,0,0,0,0,0,28,37,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,7,14,0,18,0,0,0,0,0,0,0,0
"OTU_4774",0,0,0,0,0,0,0,3,0,90,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
"OTU_4775",0,2,8,0,0,0,0,0,34,48,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,12,18,0,0,6,0,0,0,0,0
"OTU_4776",0,11,8,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,5,0,0,1,9,0,0,0
"OTU_4777",0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,34,0,25,7,0,0,16,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0
"OTU_4778",23,4,0,0,0,24,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,43,0,5,0,0,0,0,0,0,8,3,0,0,0
"OTU_4781",0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,7,0,5,0,9,0,0,0,0,0,0,0,17,0,11,8,0,0,6,11,19,13
"OTU_4782",8,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,8,0,0,6,0,0,0,0,15,0,11,0,0,0,0
"OTU_4784",0,0,0,0,6,3,9,0,0,0,0,0,11,0,0,0,0,0,0,0,38,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0
"OTU_4786",0,0,37,0,32,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,6,0,0,0,0,0,0,0,0,0,0,0
"OTU_4789",0,0,0,0,0,0,0,4,0,0,2,0,9,0,12,0,0,0,22,7,16,6,0,0,14,0,0,0,0,0,0,0,0,7,0,0,0,0,33,0
"OTU_4791",0,0,0,0,0,0,0,9,22,20,14,0,0,0,18,0,0,0,0,0,0,0,0,0,23,0,0,0,3,0,0,12,11,0,0,0,0,0,0,0
"OTU_4795",0,0,0,0,0,0,0,0,0,0,0,0,4,6,13,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1
"OTU_4798",0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"OTU_4799",0,0,0,0,8,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0
"OTU_4803",0,0,0,0,0,0,4,0,1,0,0,0,2,0,0,0,2,0,6,0,5,4,0,0,0,0,2,0,0,2,3,0,0,9,1,0,0,0,4,0
"OTU_4804",0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,20,0,24,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4805",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,5,6,37,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,10,23
"OTU_4813",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,12,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,27,0
"OTU_4814",0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,7,0,0,8,0,12,0,0,0,0,0,0,0,0,0
"OTU_4817",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,15,25,15,30,0,0,0,0,0,0,0,0,0
"OTU_4819",0,0,13,0,0,0,0,0,0,0,0,23,12,0,17,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0
"OTU_4821",0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,42,20,0,0,0,0,0,0,0,10,0,0,0,0,0,12,0,0,0,0,0,0
"OTU_4830",0,0,0,0,0,0,0,0,0,0,0,35,11,0,0,0,6,0,0,0,0,25,12,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0
"OTU_4832",2,0,22,0,3,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,15,0,0,7,0,0,0,14,0,3
"OTU_4834",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,0
"OTU_4836",0,0,0,0,0,0,0,0,0,0,0,0,7,0,11,0,0,0,14,0,20,0,9,0,0,4,0,0,24,0,16,0,0,7,0,0,0,0,0,7
"OTU_4838",0,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0
"OTU_4840",0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,3,0,0,8,8,2,0,28,0,0,0,0,30,0,0,6,5,2,0,0,2,5,0
"OTU_4841",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,6,0,0
"OTU_4844",0,0,0,0,0,0,0,10,14,8,19,0,8,0,0,0,0,0,0,0,8,0,12,0,23,0,0,0,0,0,6,12,0,0,0,0,0,0,9,0
"OTU_4846",61,14,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,14,25,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4847",0,0,0,0,0,0,0,0,0,0,0,13,6,0,10,0,28,0,4,0,4,5,10,0,0,0,0,0,0,0,0,0,0,15,28,6,0,0,0,0
"OTU_4850",0,0,7,4,0,0,0,18,6,12,0,0,0,10,34,0,0,0,5,0,1,0,0,0,0,4,0,0,0,0,0,2,0,0,4,0,0,0,3,0
"OTU_4851",0,0,0,0,0,17,6,0,0,6,10,0,0,0,0,0,18,0,0,9,0,0,0,8,16,0,0,0,21,0,9,0,0,0,0,0,0,0,6,0
"OTU_4852",0,0,0,0,0,21,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,9,19,0,26,0,0,0,7,0,0,20,0,0,15,0,0,0,0,0
"OTU_4853",0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,12,31,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,51,0
"OTU_4854",0,0,0,0,0,32,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,40,0,0,0,0,0,0,0,0,0,0,0
"OTU_4857",44,15,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,28,4,2,0,0,21,0,0,0,0,0,0,0,0,0
"OTU_4858",0,0,21,0,6,0,20,6,20,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,16,25,0,0,0,0,6,0,0,0
"OTU_4859",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,6,13,0,0,0
"OTU_4861",0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,48,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"OTU_4864",0,0,0,0,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0
"OTU_4868",0,0,0,0,0,0,0,0,16,0,0,0,15,20,17,0,11,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,23,0,9,0,0,0,0
"OTU_4871",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,11,0,0,0,0,4,0,0,0,0,8,0,4
"OTU_4878",0,0,0,0,0,0,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4881",0,0,0,0,10,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4884",0,0,0,0,0,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
"OTU_4885",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,0,10,0,0,0,7,0,5
"OTU_4886",0,0,0,0,0,0,0,12,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,5,0,25,0,0,0,0,0,0,0,0
"OTU_4887",0,0,0,0,0,0,11,9,0,23,0,8,0,0,0,0,0,0,0,0,4,0,17,0,9,0,0,5,0,0,10,0,0,4,0,0,0,0,0,0
"OTU_4891",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,8,0,5,0,10,0,5,0
"OTU_4893",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,0,4,0,0,0,0,0,0,0,0,0,0
"OTU_4896",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,11,32,0,0,0,0,0,0,0,0,0,0,0,10,0,0,25,0,28
"OTU_4897",0,0,0,0,0,0,0,0,6,0,0,12,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,0,0,0,0
"OTU_4900",0,0,0,0,0,0,0,0,0,0,0,0,0,15,18,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,46,9,0,0,0
"OTU_4901",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,91,0,4,0,0,0,0
"OTU_4903",0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,13,0,0,0,12,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
"OTU_4907",0,0,0,0,0,0,0,4,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,18,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4909",0,0,0,0,0,23,0,0,0,9,9,0,0,0,0,0,4,0,0,0,0,0,0,11,23,7,0,9,6,0,25,0,0,0,0,0,0,0,0,0
"OTU_4910",0,0,0,0,20,0,0,0,0,0,0,0,21,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
"OTU_4915",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,3,7,3,4
"OTU_4916",0,1,0,0,0,0,0,38,23,6,0,0,0,0,10,0,0,0,10,0,0,0,0,19,0,0,0,0,6,0,13,0,0,0,0,0,0,0,0,0
"OTU_4920",0,0,0,0,10,0,0,0,0,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0,0,0,0,73,0,0,0,2,0,0,0,0
"OTU_4922",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,103,0,0,0,0,0,0,0,4
"OTU_4923",0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,14,0,0,0,0,0,16,6,0,0,0,0,0,0,31,0
"OTU_4924",0,0,6,0,10,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,10,0,0,0
"OTU_4927",0,0,5,0,11,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0
"OTU_4928",0,0,6,0,0,0,0,12,23,0,0,5,0,0,2,3,0,5,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0
"OTU_4931",0,17,0,0,0,0,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8,0,0,0,6,0,0,0,0,12,0,0
"OTU_4939",0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
"OTU_4941",0,0,0,0,0,0,16,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,38,17,41,0,0,0,0,0,4,0,0,0,0,0,0
"OTU_4943",0,0,0,0,0,0,0,33,51,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0
"OTU_4945",0,0,0,0,0,17,0,14,7,37,0,0,0,3,0,0,0,0,0,0,0,0,2,0,21,6,0,0,13,0,0,0,0,0,0,0,0,0,0,0
"OTU_4946",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,11,0,24,9,0,0,27,0,0,0
"OTU_4951",0,0,0,0,0,0,0,0,8,89,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
"OTU_4956",0,13,12,0,17,17,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,10,0,0,0,0,0,0,0,12,0,0,0,0
"OTU_4957",3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,15,10
"OTU_4961",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,11,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,17
"OTU_4963",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9
"OTU_4964",0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,23,0
"OTU_4967",0,0,0,0,0,0,0,0,16,0,7,0,0,0,0,0,0,0,0,22,11,0,0,14,0,15,0,5,0,9,19,0,0,6,0,0,0,0,0,0
"OTU_4968",0,0,19,0,0,0,0,11,13,0,0,0,12,0,0,0,0,0,8,0,7,0,0,0,0,0,0,0,14,6,0,0,11,14,0,0,0,0,0,0
"OTU_4970",0,16,0,0,0,0,0,23,51,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0
"OTU_4974",0,0,0,0,23,0,8,18,25,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,21,0,0,0,0,0,0,0,0,0
"OTU_4979",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,4,0,0
"OTU_4980",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,20,8,11
"OTU_4982",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,9,0,0,20,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
"OTU_4983",0,0,0,0,0,0,14,0,33,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,16,7,0,0,0,0,0,0,0,6,0,0,0,4,0,0
"OTU_4984",0,0,0,0,0,33,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,15,0,0,0,0,0,0,4,0,0,0,14
"OTU_4985",0,0,0,0,0,0,0,6,8,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
"OTU_4986",0,2,1,1,0,0,2,2,4,0,2,0,0,0,1,0,1,0,1,0,5,0,0,1,10,0,0,0,0,0,5,2,1,0,1,0,0,0,2,0
