	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU_291	Bacteria	Actinomycetota	Actinobacteria	Frankiales	Geodermatophilaceae	Modestobacter	
OTU_292	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae		
OTU_293	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Paenisporosarcina	
OTU_294	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	
OTU_295	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae		
OTU_296	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	67-14		
OTU_297	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	
OTU_298	Bacteria	Acidobacteriota	Vicinamibacteria	Subgroup 17			
OTU_299	Bacteria	Actinomycetota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Actinophytocola	
OTU_300	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	67-14		
OTU_301	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	67-14		
OTU_302	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	MND1	
OTU_303	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage	
OTU_304	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Beijerinckiaceae		
OTU_305	Bacteria	Actinomycetota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	mediterranei
OTU_306	Bacteria	Actinomycetota	MB-A2-108				
OTU_307	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	
OTU_308	Bacteria	Actinomycetota	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium	
OTU_309	Bacteria	Actinomycetota	Actinobacteria	Kitasatosporales	Streptomycetaceae	Streptomyces	
OTU_310	Bacteria	Chloroflexota	Dehalococcoidia	S085			
OTU_311	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae		
OTU_312	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	
OTU_313	Bacteria	Actinomycetota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	
OTU_314	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter	
OTU_315	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	67-14		
OTU_316	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae		
OTU_317	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	
OTU_318	Bacteria	Actinomycetota	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium	
OTU_319	Bacteria	Acidobacteriota	Subgroup 25				
OTU_320	Bacteria	Myxococcota	Polyangiia	Polyangiales	BIrii41		
OTU_321	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Opitutales	Opitutaceae	Opitutus	
OTU_322	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales			
OTU_323	Bacteria	Actinomycetota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Crossiella	
OTU_324	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group		
OTU_325	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales			
OTU_326	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	
OTU_327	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	Hyphomicrobium	
OTU_328	Bacteria	Actinomycetota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	CL500-29 marine group	
OTU_329	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	MND1	
OTU_330	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Piscinibacter	
OTU_331	Bacteria						
OTU_332	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	Chryseolinea	
OTU_333	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	
OTU_334	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae		
OTU_336	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	
OTU_337	Bacteria	Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae		
OTU_338	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales			
OTU_341	Bacteria	Acidobacteriota	Holophagae	Subgroup 7			
OTU_342	Bacteria	Actinomycetota	Actinobacteria	0319-7L14			
OTU_343	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales			
OTU_344	Bacteria	Pseudomonadota	Alphaproteobacteria	Tistrellales	Geminicoccaceae		
OTU_345	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales			
OTU_346	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hirschia	
OTU_347	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae		
OTU_348	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Acidiferrimicrobium	
OTU_349	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae		
OTU_350	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Amaricoccus	
OTU_351	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Sporosarcina	luteola
OTU_352	Bacteria	Acidobacteriota	Subgroup 25				
OTU_353	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	KF-JG30-B3		
OTU_354	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Devosiaceae		
OTU_355	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	
OTU_356	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales			
OTU_357	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae		
OTU_358	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales			
OTU_359	Bacteria	Actinomycetota	Actinobacteria	0319-7L14			
OTU_360	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	UTBCD1	
OTU_361	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SC-I-84		
OTU_362	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales			
OTU_363	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter	
OTU_364	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Tychonema CCAP 1459-11B	
OTU_365	Bacteria	Actinomycetota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	
OTU_366	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Croceibacterium	
OTU_367	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	
OTU_368	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales			
OTU_369	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter	
OTU_371	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Xanthobacteraceae	Rhodoplanes	
OTU_374	Bacteria	Actinomycetota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	
OTU_375	Bacteria	Actinomycetota	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	
OTU_377	Bacteria	Chloroflexota	Dehalococcoidia	S085			
OTU_378	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales			
OTU_379	Bacteria						
OTU_380	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales			
OTU_382	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	
OTU_383	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Singulisphaera	
OTU_384	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter	
OTU_385	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	
OTU_386	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Mesorhizobium	
OTU_387	Bacteria	Actinomycetota	Acidimicrobiia	Microtrichales			
OTU_388	Bacteria	Actinomycetota	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium	moriokaense
OTU_389	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales			
OTU_390	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Piscinibacter	
OTU_391	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	67-14		
OTU_392	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter	
OTU_393	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales			
OTU_394	Bacteria	Acidobacteriota	Vicinamibacteria	Subgroup 17			
OTU_395	Bacteria	Actinomycetota	MB-A2-108				
OTU_396	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	
OTU_397	Bacteria	Chloroflexota	Chloroflexia	Thermomicrobiales	JG30-KF-CM45		
OTU_398	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	WX65		
OTU_399	Bacteria	Actinomycetota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	
OTU_400	Bacteria	Acidobacteriota	Subgroup 11				
OTU_401	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Acidiferrimicrobium	
OTU_402	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	
OTU_403	Bacteria	Actinomycetota	MB-A2-108				
OTU_404	Bacteria	Actinomycetota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	
OTU_405	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Steroidobacter	
OTU_406	Bacteria	Actinomycetota	MB-A2-108				
OTU_407	Bacteria	Actinomycetota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Desertimonas	
OTU_408	Bacteria	Acidobacteriota	Blastocatellia	DS-100			
OTU_410	Bacteria	Actinomycetota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Marmoricola	
OTU_411	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	TRA3-20		
OTU_412	Bacteria	Actinomycetota	Actinobacteria	Micromonosporales	Micromonosporaceae		
OTU_413	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales			
OTU_414	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Amb-16S-1323		
OTU_415	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	67-14		
OTU_417	Bacteria	Pseudomonadota	Alphaproteobacteria				
OTU_418	Bacteria	Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae		
OTU_419	Bacteria	Actinomycetota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	
OTU_420	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group		
OTU_422	Bacteria	Pseudomonadota	Alphaproteobacteria	Micropepsales	Micropepsaceae		
OTU_423	Bacteria	Actinomycetota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	
OTU_424	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae		
OTU_425	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiales Incertae Sedis		
OTU_426	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter	
OTU_427	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Ellin6067	
OTU_428	Bacteria	Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae		
OTU_430	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group		
OTU_431	Bacteria	Pseudomonadota	Alphaproteobacteria	Elsterales			
OTU_432	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	67-14		
OTU_433	Bacteria	Actinomycetota	Acidimicrobiia	Microtrichales	Iamiaceae	Aquihabitans	
OTU_434	Bacteria	Chloroflexota	TK10				
OTU_435	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae		
OTU_436	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	
OTU_437	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	67-14		
OTU_438	Bacteria	Actinomycetota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Actinomycetospora	
OTU_439	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales			
OTU_440	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae		
OTU_441	Bacteria	Acidobacteriota	Subgroup 25				
OTU_442	Bacteria	Pseudomonadota	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella	
OTU_443	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	
OTU_444	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	
OTU_445	Bacteria	Chloroflexota	Gitt-GS-136				
OTU_446	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Comamonadaceae		
OTU_447	Bacteria	Pseudomonadota	Gammaproteobacteria	PLTA13			
OTU_448	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae		
OTU_449	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae		
OTU_450	Bacteria	Actinomycetota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Microlunatus	
OTU_451	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales			
OTU_452	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Phyllobacterium	
OTU_453	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales			
OTU_454	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales			
OTU_455	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata	
OTU_456	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	Blastocatella	
OTU_457	Bacteria	Chloroflexota	Chloroflexia	Chloroflexales	Roseiflexaceae		
OTU_458	Bacteria	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	Candidatus Entotheonella	
OTU_459	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales			
OTU_460	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales			
OTU_462	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	67-14		
OTU_464	Bacteria	Acidobacteriota	Acidobacteriae	Terriglobales	Acidobacteriaceae (Subgroup 1)	Edaphobacter	
OTU_465	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	AKYG587	
OTU_466	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales			
OTU_467	Bacteria	Actinomycetota	MB-A2-108				
OTU_468	Bacteria	Acidobacteriota	Acidobacteriae	Terriglobales			
OTU_469	Bacteria	Actinomycetota	Actinobacteria	0319-7L14			
OTU_470	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseomonas	
OTU_471	Bacteria	Chloroflexota	KD4-96				
OTU_472	Bacteria	Actinomycetota	Acidimicrobiia	Microtrichales	Iamiaceae	Iamia	
OTU_473	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Beijerinckiaceae	FFCH5858	
OTU_474	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	67-14		
OTU_475	Bacteria	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Pseudoxanthomonas	
OTU_476	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales			
OTU_477	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiales Incertae Sedis	Nordella	
OTU_478	Bacteria	Chloroflexota	Anaerolineae	Ardenticatenales			
OTU_479	Bacteria	Chloroflexota	KD4-96				
OTU_480	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Oceanobacillus	
OTU_481	Bacteria	Actinomycetota	Actinobacteria	Propionibacteriales	Nocardioidaceae		
OTU_482	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	TRA3-20		
OTU_483	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group		
OTU_484	Bacteria	Actinomycetota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	
OTU_486	Bacteria	Actinomycetota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	
OTU_487	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales			
OTU_488	Bacteria	Chloroflexota	KD4-96				
OTU_489	Bacteria	Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae		
OTU_490	Bacteria	Chloroflexota	KD4-96				
OTU_491	Bacteria	Myxococcota	bacteriap25				
OTU_493	Bacteria	Actinomycetota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Actinophytocola	
OTU_494	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group		
OTU_495	Bacteria	Pseudomonadota	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Acidibacter	
OTU_497	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	KF-JG30-B3		
OTU_498	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Beijerinckiaceae	Microvirga	
OTU_499	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales			
OTU_500	Bacteria	Chloroflexota	TK10				
OTU_501	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	
OTU_502	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae		
OTU_503	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group		
OTU_504	Bacteria	Chloroflexota	TK10				
OTU_505	Bacteria	Actinomycetota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	
OTU_506	Bacteria	Actinomycetota	Actinobacteria	Frankiales	Nakamurellaceae	Vallicoccus	
OTU_507	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	Arenimicrobium	
OTU_508	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	
OTU_509	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Oceanobacillus	
OTU_510	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Xanthobacteraceae	Pseudolabrys	
OTU_511	Bacteria	Pseudomonadota	Alphaproteobacteria				
OTU_512	Bacteria	Actinomycetota	Actinobacteria	Kitasatosporales	Streptomycetaceae	Streptomyces	
OTU_513	Bacteria	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae		
OTU_515	Bacteria	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae		
OTU_516	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae		
OTU_517	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	JGI 0001001-H03	
OTU_518	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales			
OTU_519	Bacteria	Actinomycetota	Actinobacteria	Frankiales	Frankiaceae	Jatrophihabitans	
OTU_520	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Beijerinckiaceae	Methylobacterium	adhaesivum
OTU_521	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	MND1	
OTU_522	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavitalea	
OTU_523	Bacteria	Actinomycetota	MB-A2-108				
OTU_524	Bacteria	Actinomycetota	MB-A2-108				
OTU_525	Bacteria	Actinomycetota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	
OTU_526	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	
OTU_527	Bacteria	Actinomycetota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Kibdelosporangium	lantanae
OTU_528	Bacteria	Latescibacterota					
OTU_529	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Beijerinckiaceae	Microvirga	
OTU_530	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae		
OTU_531	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae		
OTU_532	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales			
OTU_533	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	
OTU_534	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae		
OTU_535	Bacteria	Acidobacteriota	Vicinamibacteria	Subgroup 17			
OTU_536	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales			
OTU_538	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	JGI 0001001-H03	
OTU_539	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales			
OTU_540	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae		
OTU_541	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Psychrobacillus	
OTU_542	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage	
OTU_543	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	Pedomicrobium	
OTU_544	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus Solibacter	
OTU_545	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	
OTU_546	Bacteria	Actinomycetota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Actinophytocola	
OTU_547	Bacteria	Chloroflexota	Gitt-GS-136				
OTU_548	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae		
OTU_549	Bacteria	Bacillota	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	
OTU_550	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae		
OTU_551	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Archangium	
OTU_552	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	TRA3-20		
OTU_554	Bacteria	Myxococcota	Polyangiia	Polyangiales	Phaselicystaceae	Phaselicystis	
OTU_555	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Rhizorhabdus	
OTU_556	Bacteria	Actinomycetota	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	
OTU_557	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales			
OTU_558	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae		
OTU_559	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	Brevitalea	
OTU_560	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae		
OTU_561	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	67-14		
OTU_562	Bacteria	Actinomycetota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	
OTU_563	Bacteria	Actinomycetota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	
OTU_564	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae		
OTU_565	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales			
OTU_566	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Terrimonas	
OTU_567	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium	
OTU_568	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Xanthobacteraceae	Pseudorhodoplanes	
OTU_569	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	
OTU_570	Bacteria	Chloroflexota	TK10				
OTU_571	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Acidiferrimicrobium	
OTU_572	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales			
OTU_573	Bacteria	Pseudomonadota	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Acidibacter	
OTU_574	Bacteria	Chloroflexota	KD4-96				
OTU_575	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae		
OTU_576	Bacteria	Actinomycetota	Acidimicrobiia	Microtrichales			
OTU_577	Bacteria	Actinomycetota	Actinobacteria	Micromonosporales	Micromonosporaceae	Dactylosporangium	
OTU_578	Bacteria	Actinomycetota	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Actinoallomurus	bryophytorum
OTU_579	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae		
